Index,Real1,Predict1
0,0.8384,
1,0.54075,
2,0.24461,
3,-0.0504,
4,-0.34902,
5,-0.66011,
6,-0.99024,
7,-1.32683,
8,-1.51815,
9,-1.56317,
10,-1.56195,
11,-1.58304,
12,-1.55622,
13,-1.35215,
14,-0.96017,
15,-0.54801,
16,-0.27787,
17,-0.08629,
18,0.20402,
19,0.63629,
20,0.99406,
21,1.13384,
22,1.10125,
23,1.03048,
24,0.9367,
25,0.73611,0.8390181064605713
26,0.40876,0.3263144791126251
27,0.07783,0.29301002621650696
28,-0.19144,-0.15299098193645477
29,-0.45763,-0.39637455344200134
30,-0.83701,-0.6770001649856567
31,-1.26243,-1.121430516242981
32,-1.55936,-1.263569712638855
33,-1.62527,-1.5675286054611206
34,-1.56454,-1.5710288286209106
35,-1.55111,-1.541099190711975
36,-1.74407,-1.7532589435577393
37,-1.9721,-2.0025954246520996
38,-2.06198,-1.985091209411621
39,-2.06649,-2.1708335876464844
40,-2.195,-2.1565663814544678
41,-2.57102,-2.346299171447754
42,-2.94008,-2.803044557571411
43,-2.90424,-3.0964608192443848
44,-2.42001,-2.371405601501465
45,-1.70848,-1.7306162118911743
46,-1.0665,-1.048150897026062
47,-0.54441,-0.587401807308197
48,-0.03133,-0.027791382744908333
49,0.51955,0.5395426750183105
50,1.05173,1.1807538270950317
51,1.46004,1.5962495803833008
52,1.64518,1.5740450620651245
53,1.6546,1.0820660591125488
54,1.62741,1.4188520908355713
55,1.70607,1.5264942646026611
56,1.89584,2.0333781242370605
57,2.00663,1.9672201871871948
58,2.01147,1.9422732591629028
59,2.0873,2.065014362335205
60,2.37085,2.666355609893799
61,2.75025,2.4843027591705322
62,3.02994,3.3784379959106445
63,3.14354,2.3312559127807617
64,3.09659,3.1559507846832275
65,2.9498,2.4373226165771484
66,2.70707,2.9773991107940674
67,2.36934,2.5823400020599365
68,2.11355,2.3538973331451416
69,2.13385,1.926279067993164
70,2.40438,1.7778851985931396
71,2.63978,2.6031155586242676
72,2.64818,2.7412264347076416
73,2.40933,2.640159845352173
74,1.94316,2.2225308418273926
75,1.2808,1.3429864645004272
76,0.43577,0.3908887803554535
77,-0.50161,-0.363678514957428
78,-1.32817,-1.2361756563186646
79,-1.90649,-1.7484618425369263
80,-2.24482,-2.1974103450775146
81,-2.32774,-2.065976142883301
82,-2.24955,-2.1983180046081543
83,-2.10053,-2.0694634914398193
84,-1.90346,-1.944639801979065
85,-1.74032,-1.681937575340271
86,-1.59656,-1.5954618453979492
87,-1.33518,-1.2403554916381836
88,-0.95401,-0.9866938591003418
89,-0.60608,-0.6074647903442383
90,-0.40427,-0.3251926898956299
91,-0.21279,-0.2658102512359619
92,0.05057,-0.03867898881435394
93,0.3655,0.5461204051971436
94,0.67359,0.7053661942481995
95,0.82747,1.289124780349731
96,0.7853,1.3288391354167457
97,0.70854,1.8415522099387642
98,0.68822,2.185711256458759
99,0.64225,1.9856371795701977
100,0.53664,1.5733190415453906
101,0.43674,1.2358752068209644
102,0.37731,1.7038945381677146
103,0.32666,2.106489960393905
104,0.25434,2.40095230584979
105,0.18911,2.7080839522898192
106,0.15997,3.015961129020452
107,0.16064,3.1990979615783686
108,0.21078,2.7787570328533646
109,0.35137,3.146034770622253
110,0.5858,3.203117153086662
111,0.86271,3.815032170596122
112,1.09202,4.396330405733584
113,1.20644,4.34310694026947
114,1.24983,5.841413959865569
115,1.29674,5.224423824677467
116,1.34777,5.498863097605705
117,1.45508,5.4837668344449995
118,1.69076,5.9287497874689095
119,2.06732,6.00594118150711
120,2.44309,
121,2.84135,
122,3.2588,
123,3.68393,
124,4.10295,
125,,
126,,
127,,
128,,
129,,
130,,
131,,
132,,
133,,
134,,
135,,
136,,
137,,
138,,
139,,
140,,
141,,
142,,
143,,
144,,
145,,
146,,
147,,
148,,
149,,
150,,
151,,
152,,
153,,
154,,
155,,
156,,
157,,
158,,
159,,
160,,
161,,
162,,
163,,
164,,
165,,
166,,
167,,
168,,
169,,
170,,
171,,
172,,
173,,
174,,
175,,
176,,
177,,
178,,
179,,
180,,
181,,
182,,
183,,
184,,
185,,
186,,
187,,
188,,
189,,
190,,
191,,
192,,
193,,
194,,
195,,
196,,
197,,
198,,
199,,
200,,
201,,
202,,
203,,
204,,
205,,
206,,
207,,
208,,
209,,
210,,
211,,
212,,
213,,
214,,
215,,
216,,
217,,
218,,
219,,
220,,
221,,
222,,
223,,
224,,
225,,
226,,
227,,
228,,
229,,
230,,
231,,
232,,
233,,
234,,
235,,
236,,
237,,
238,,
239,,
240,,
241,,
242,,
243,,
244,,
245,,
246,,
247,,
248,,
249,,
250,,
251,,
252,,
253,,
254,,
255,,
256,,
257,,
258,,
259,,
260,,
261,,
262,,
263,,
264,,
265,,
266,,
267,,
268,,
269,,
270,,
271,,
272,,
273,,
274,,
275,,
276,,
277,,
278,,
279,,
280,,
281,,
282,,
283,,
284,,
285,,
286,,
287,,
288,,
289,,
290,,
291,,
292,,
293,,
294,,
295,,
296,,
297,,
298,,
299,,
300,,
301,,
302,,
303,,
304,,
305,,
306,,
307,,
308,,
309,,
310,,
