Index,Real1,Predict1
0,0.09263,
1,0.02137,
2,-0.04671,
3,-0.11143,
4,-0.17272,
5,-0.23049,
6,-0.28465,
7,-0.33511,
8,-0.38182,
9,-0.42492,
10,-0.46494,
11,-0.50296,
12,-0.5408,
13,-0.58069,
14,-0.62438,
15,-0.67075,
16,-0.71173,
17,-0.68394,
18,-0.64543,
19,-0.59864,
20,-0.54282,
21,-0.47354,
22,-0.38495,
23,-0.28262,
24,-0.17754,
25,-0.08174,-0.0818156972527504
26,-0.0055,-0.07449869811534882
27,0.04532,-0.038316767662763596
28,0.07495,0.04834844544529915
29,0.09395,0.02407255955040455
30,0.11327,0.17898158729076385
31,0.13594,0.1816500425338745
32,0.15897,0.14050401747226715
33,0.17657,0.10685618221759796
34,0.17841,0.11718668788671494
35,0.15957,0.17221662402153015
36,0.11901,0.04112713038921356
37,0.05633,0.004918173886835575
38,-0.02563,-0.07829824090003967
39,-0.11654,-0.032852690666913986
40,-0.21001,-0.1714993715286255
41,-0.30081,-0.5821737051010132
42,-0.38826,-0.5139963030815125
43,-0.47323,-0.5637916922569275
44,-0.55258,-0.6619145274162292
45,-0.62115,-0.7809088230133057
46,-0.67461,-0.7148897647857666
47,-0.70968,-0.7352020144462585
48,-0.72182,-0.8655657172203064
49,-0.70963,-0.8347619771957397
50,-0.67367,-0.8149666786193848
51,-0.61799,-0.6936410069465637
52,-0.55193,-0.6158904433250427
53,-0.48685,-0.5993072986602783
54,-0.42563,-0.45190367102622986
55,-0.37126,-0.3855259418487549
56,-0.32599,-0.4070884883403778
57,-0.2909,-0.331117182970047
58,-0.26713,-0.22619591653347015
59,-0.2582,-0.38852035999298096
60,-0.27128,-0.23064936697483063
61,-0.31457,-0.25782275199890137
62,-0.3928,-0.3099864423274994
63,-0.50482,-0.41573041677474976
64,-0.64329,-0.5218985676765442
65,-0.79423,-0.7303958535194397
66,-0.94404,-1.0004299879074097
67,-1.07889,-1.098909616470337
68,-1.18609,-1.1903823614120483
69,-1.26286,-1.3111668825149536
70,-1.31569,-1.3695411682128906
71,-1.35393,-1.4633833169937134
72,-1.38941,-1.407715916633606
73,-1.43226,-1.4797875881195068
74,-1.49007,-1.469861388206482
75,-1.56498,-1.599841594696045
76,-1.64967,-1.6600141525268555
77,-1.73137,-1.7696516513824463
78,-1.79421,-1.805167555809021
79,-1.82521,-1.8782494068145752
80,-1.81983,-1.8808737993240356
81,-1.78231,-1.835543155670166
82,-1.72162,-1.7359693050384521
