Index,Real1,Predict1
0,-1.54085,
1,-1.61591,
2,-1.68093,
3,-1.73724,
4,-1.78772,
5,-1.83696,
6,-1.88907,
7,-1.94607,
8,-2.00913,
9,-2.07727,
10,-2.1386,
11,-2.13605,
12,-1.9433,
13,-1.67484,
14,-1.38132,
15,-1.1186,
16,-0.91375,
17,-0.76429,
18,-0.67061,
19,-0.61961,
20,-0.55681,
21,-0.4479,
22,-0.29427,
23,-0.11456,
24,0.0517,
25,0.16893,0.19649790227413177
26,0.22767,0.42568668723106384
27,0.25135,0.13670480251312256
28,0.24427,0.31873539090156555
29,0.21522,0.36336183547973633
30,0.18944,0.2506410479545593
31,0.17555,0.32480111718177795
32,0.16643,0.032912950962781906
33,0.1395,0.06934615224599838
34,0.07198,-0.03510860353708267
35,-0.04249,-0.029915031045675278
36,-0.20356,-0.09692766517400742
37,-0.40299,-0.5212501883506775
38,-0.61583,-0.5210388898849487
39,-0.82019,-0.8261414766311646
40,-1.00443,-0.9255677461624146
41,-1.17729,-1.1812920570373535
42,-1.33017,-1.2378363609313965
43,-1.44373,-1.4220926761627197
44,-1.51491,-1.5309027433395386
45,-1.53254,-1.5530757904052734
46,-1.4967,-1.469590663909912
47,-1.42118,-1.3578824996948242
48,-1.33818,-1.3052642345428467
49,-1.26656,-1.2681635618209839
50,-1.21249,-1.2185637950897217
51,-1.18246,-1.1909734010696411
52,-1.17128,-1.1326251029968262
53,-1.16142,-1.1605908870697021
54,-1.13036,-1.0312827825546265
55,-1.06447,-1.0057953596115112
56,-0.97672,-0.8991458415985107
57,-0.88334,-0.8940833806991577
58,-0.8027,-0.7903974652290344
59,-0.74838,-0.6054139733314514
60,-0.71283,-0.6315293908119202
61,-0.67585,-0.6641631126403809
62,-0.62473,-0.6098723411560059
63,-0.57469,-0.6137627363204956
64,-0.56071,-0.38032159209251404
65,-0.58473,-0.41008204221725464
66,-0.6367,-0.48911336064338684
67,-0.70866,-0.552186131477356
68,-0.79039,-0.786055862903595
69,-0.8589,-0.8240069150924683
70,-0.90907,-0.9622976779937744
71,-0.94305,-0.9558981657028198
72,-0.95818,-0.9207528233528137
73,-0.96255,-0.9644509553909302
74,-0.97008,-0.9676846861839294
75,-0.99452,-0.9465170502662659
76,-1.04987,-1.018202543258667
77,-1.12641,-1.0799425840377808
78,-1.2102,-1.1813486814498901
79,-1.28935,-1.2060904502868652
80,-1.35002,-1.3061801195144653
81,-1.36831,-1.3282150030136108
82,-1.32198,-1.4017308950424194
83,-1.22626,-1.261706829071045
84,-1.10695,-1.1529390811920166
85,-1.00276,-1.0640623569488525
86,-0.97504,-0.8786295652389526
87,-1.03381,-0.9672726988792419
88,-1.13982,-1.0590558052062988
89,-1.23094,-1.2111912965774536
90,-1.2506,-1.2582381963729858
91,-1.17282,-1.2364897727966309
92,-1.02358,-1.0276193618774414
93,-0.87319,-0.8419290781021118
94,-0.79159,-0.7205350399017334
95,-0.81249,-0.7009402513504028
96,-0.92653,-0.8092232942581177
97,-1.08403,-1.0104022026062012
98,-1.23527,-1.1876354217529297
99,-1.31315,-1.3234810829162598
100,-1.24281,-1.2104575634002686
101,-1.02078,-1.1028566360473633
102,-0.71299,-0.8557619452476501
103,-0.41484,-0.47667840123176575
104,-0.19022,-0.23183250427246094
105,-0.05787,-0.12962481379508972
106,0.01078,-0.10728907585144043
107,0.07354,-0.07451456785202026
108,0.16216,0.1366584151983261
109,0.283,0.14935219287872314
110,0.42637,0.3248244524002075
111,0.56145,0.6019112467765808
112,0.66062,0.6956859827041626
113,0.69959,0.7062342762947083
114,0.66069,0.7749685645103455
115,0.56287,0.7403155565261841
116,0.43756,0.5150997638702393
117,0.32823,0.39478835463523865
118,0.28041,0.33506467938423157
119,0.31368,0.167467400431633
120,0.40604,0.5200607180595398
121,0.50051,0.4751146733760834
122,0.56048,0.7692078948020935
123,0.56962,0.5441309213638306
124,0.52847,0.5327145457267761
125,0.45724,0.3680363595485687
126,0.38095,0.3131287693977356
127,0.32151,0.2749573886394501
128,0.29131,0.4825102388858795
129,0.28498,0.29694846272468567
130,0.28486,0.38233089447021484
131,0.26931,0.1800542026758194
132,0.22709,0.29754841327667236
133,0.15621,0.17096611857414246
134,0.06968,0.11990796774625778
135,-0.00036,0.02880583330988884
136,-0.03213,0.0569821372628212
137,-0.01894,0.10373375564813614
138,0.03589,0.11802047491073608
139,0.11684,0.11887602508068085
140,0.20697,0.24180825054645538
141,0.29175,0.41912397742271423
142,0.36523,0.35565778613090515
143,0.42208,0.4277956187725067
144,0.45498,0.6415662169456482
145,0.4458,0.5568023324012756
146,0.37705,0.5649532675743103
147,0.26246,0.31212154030799866
148,0.13364,0.1666003316640854
149,0.01991,0.06763099133968353
150,-0.0605,-0.056043192744255066
151,-0.10359,-0.027940526604652405
152,-0.12528,0.034992750734090805
153,-0.15873,-0.13322442770004272
154,-0.23109,0.015826309099793434
155,-0.33858,-0.23141522705554962
156,-0.46008,-0.43494075536727905
157,-0.57734,-0.5302363634109497
158,-0.68557,-0.7340763211250305
159,-0.78569,-0.772215723991394
160,-0.8963,-0.8356547951698303
161,-1.03549,-0.9519339203834534
162,-1.20367,-1.1087356805801392
163,-1.41185,-1.2988624572753906
164,-1.65277,-1.6367220878601074
165,-1.89305,-1.8640278577804565
166,-2.0735,-2.171685218811035
167,-2.14049,-2.23138689994812
168,-2.09754,-2.1218323707580566
169,-1.97266,-1.599551796913147
170,-1.79881,-1.7610067129135132
171,-1.60268,-1.513283371925354
172,-1.40374,-1.3827190399169922
173,-1.22456,-1.1802384853363037
174,-1.07071,-1.0671390295028687
175,-0.93935,-0.9059567043042179
176,-0.84797,-0.711498031415939
177,-0.82335,-0.5275178271818157
178,-0.88017,-0.2974116746139523
179,-1.01634,0.0032083703517917345
180,-1.21949,0.19772383733749424
181,-1.45955,0.40707957658767735
182,-1.68907,0.3897955499553684
183,-1.87243,0.3252747467708591
184,-1.97812,0.004093376436233873
185,-1.98785,-0.293194861001968
186,-1.91471,-0.6610134111881253
187,-1.79956,-0.8770132980680462
188,-1.68377,-0.9711549738907811
189,-1.57961,-1.0317933799743648
190,-1.4934,-1.042425979852676
191,-1.44146,-1.0461816694068906
192,-1.45621,-1.1256095265889163
193,-1.56983,-1.1217272141289707
194,-1.78454,-1.128389728851318
195,-2.09777,-1.0730306345987317
196,-2.50418,-0.8695947701144215
197,-2.97759,-0.7032262377452847
198,-3.46198,-0.460263966760635
199,-3.88425,-0.21242434395790064
200,-4.19387,-0.08285593213081324
201,-4.37863,-0.15663341142654383
202,-4.44358,-0.2563387927722927
203,-4.39879,-0.48140017366409266
204,-4.12437,-0.7640269005870816
205,-3.93209,-0.9942503655529019
206,-3.75853,-1.125490606012344
207,-3.57638,-1.1924607498693462
208,-3.37711,-1.3249013687038418
209,-3.16013,-1.3755530702257153
210,-2.92976,-1.4955929391145704
211,-2.69167,-1.640227529981136
212,-2.45124,-1.499506060891151
213,-2.21286,-1.3444735795831677
214,-1.98132,-1.1291470963382717
215,,-0.8434655918145176
